date,campaign,campaign_type,spend,revenue,conversions
2025-02-16,brand_us,brand,127.9,902.58,18
2025-02-17,brand_us,brand,106.76,633.44,12
2025-02-18,brand_us,brand,103.58,860.03,17
2025-02-19,brand_us,brand,185.82,1107.62,22
2025-02-20,brand_us,brand,178.72,1358.38,27
2025-02-21,brand_us,brand,229.45,1380.45,27
2025-02-22,brand_us,brand,176.85,1042.31,20
2025-02-23,brand_us,brand,116.5,951.05,19
2025-02-24,brand_us,brand,111.01,665.49,13
2025-02-25,brand_us,brand,112.77,790.81,15
2025-02-26,brand_us,brand,139.07,1078.15,21
2025-02-27,brand_us,brand,217.57,1324.8,26
2025-02-28,brand_us,brand,200.83,1307.9,26
2025-03-01,brand_us,brand,186.58,1183.46,23
2025-03-02,brand_us,brand,115.84,825.97,16
2025-03-03,brand_us,brand,92.29,693.76,13
2025-03-04,brand_us,brand,113.94,691.98,13
2025-03-05,brand_us,brand,134.38,991.54,19
2025-03-06,brand_us,brand,171.2,1330.34,26
2025-03-07,brand_us,brand,213.13,1217.21,24
2025-03-08,brand_us,brand,187.07,971.0,19
2025-03-09,brand_us,brand,164.41,922.53,18
2025-03-10,brand_us,brand,125.79,662.36,13
2025-03-11,brand_us,brand,121.61,786.11,15
2025-03-12,brand_us,brand,187.69,1070.16,21
2025-03-13,brand_us,brand,195.09,1128.76,22
2025-03-14,brand_us,brand,192.53,1256.34,25
2025-03-15,brand_us,brand,176.1,957.26,19
2025-03-16,brand_us,brand,157.06,1025.12,20
2025-03-17,brand_us,brand,96.74,715.17,14
2025-03-18,brand_us,brand,103.12,793.48,15
2025-03-19,brand_us,brand,145.74,1031.94,20
2025-03-20,brand_us,brand,215.09,1339.75,26
2025-03-21,brand_us,brand,174.04,1375.09,27
2025-03-22,brand_us,brand,161.03,943.28,18
2025-03-23,brand_us,brand,141.98,857.7,17
2025-03-24,brand_us,brand,127.91,831.17,16
2025-03-25,brand_us,brand,113.32,878.53,17
2025-03-26,brand_us,brand,146.36,990.29,19
2025-03-27,brand_us,brand,177.93,1345.28,26
2025-03-28,brand_us,brand,178.74,1061.47,21
2025-03-29,brand_us,brand,175.82,1282.3,25
2025-03-30,brand_us,brand,160.7,990.57,19
2025-03-31,brand_us,brand,130.67,855.9,17
2025-04-01,brand_us,brand,123.18,747.39,14
2025-04-02,brand_us,brand,177.1,1082.71,21
2025-04-03,brand_us,brand,187.22,1056.46,21
2025-04-04,brand_us,brand,226.81,1200.77,24
2025-04-05,brand_us,brand,212.05,1075.95,21
2025-04-06,brand_us,brand,117.97,935.75,18
2025-04-07,brand_us,brand,97.33,637.08,12
2025-04-08,brand_us,brand,127.12,887.59,17
2025-04-09,brand_us,brand,140.33,920.48,18
2025-04-10,brand_us,brand,219.06,1421.04,28
2025-04-11,brand_us,brand,206.5,1131.87,22
2025-04-12,brand_us,brand,145.41,983.94,19
2025-04-13,brand_us,brand,118.47,897.51,17
2025-04-14,brand_us,brand,95.91,703.48,14
2025-04-15,brand_us,brand,131.76,825.49,16
2025-04-16,brand_us,brand,140.54,1065.45,21
2025-04-17,brand_us,brand,214.17,1327.47,26
2025-04-18,brand_us,brand,175.97,1087.01,21
2025-04-19,brand_us,brand,211.38,1129.93,22
2025-04-20,brand_us,brand,127.87,865.6,17
2025-04-21,brand_us,brand,120.37,849.82,16
2025-04-22,brand_us,brand,111.81,868.93,17
2025-04-23,brand_us,brand,129.36,973.48,19
2025-04-24,brand_us,brand,207.75,1084.93,21
2025-04-25,brand_us,brand,176.74,1196.66,23
2025-04-26,brand_us,brand,214.17,1203.0,24
2025-04-27,brand_us,brand,162.99,1009.8,20
2025-04-28,brand_us,brand,111.53,794.21,15
2025-04-29,brand_us,brand,98.68,658.53,13
2025-04-30,brand_us,brand,180.77,1130.3,22
2025-05-01,brand_us,brand,176.09,1197.96,23
2025-05-02,brand_us,brand,215.19,1419.48,28
2025-05-03,brand_us,brand,187.95,1104.71,22
2025-05-04,brand_us,brand,131.94,856.07,17
2025-05-05,brand_us,brand,119.87,829.08,16
2025-05-06,brand_us,brand,120.0,726.05,14
2025-05-07,brand_us,brand,142.9,1052.57,21
2025-05-08,brand_us,brand,222.15,1100.82,22
2025-05-09,brand_us,brand,170.64,1252.03,25
2025-05-10,brand_us,brand,154.96,1191.7,23
2025-05-11,brand_us,brand,128.39,776.58,15
2025-05-12,brand_us,brand,132.03,690.81,13
2025-05-13,brand_us,brand,111.73,690.48,13
2025-05-14,brand_us,brand,135.15,828.46,16
2025-05-15,brand_us,brand,162.11,1052.45,21
2025-05-16,brand_us,brand,169.56,1249.17,24
2025-05-17,brand_us,brand,193.56,1105.72,22
2025-05-18,brand_us,brand,128.82,871.39,17
2025-05-19,brand_us,brand,129.96,844.84,16
2025-05-20,brand_us,brand,99.93,676.9,13
2025-05-21,brand_us,brand,142.9,906.54,18
2025-05-22,brand_us,brand,202.8,1193.17,23
2025-05-23,brand_us,brand,169.21,1169.34,23
2025-05-24,brand_us,brand,182.22,991.82,19
2025-05-25,brand_us,brand,157.46,793.61,15
2025-05-26,brand_us,brand,132.21,675.77,13
2025-05-27,brand_us,brand,139.06,916.93,18
2025-05-28,brand_us,brand,190.36,1146.56,22
2025-05-29,brand_us,brand,219.22,1298.26,25
2025-05-30,brand_us,brand,229.47,1154.04,23
2025-05-31,brand_us,brand,183.11,1132.5,22
2025-06-01,brand_us,brand,158.8,908.66,18
2025-06-02,brand_us,brand,107.81,755.17,15
2025-06-03,brand_us,brand,110.84,685.81,13
2025-06-04,brand_us,brand,158.31,979.58,19
2025-06-05,brand_us,brand,176.09,1139.82,22
2025-06-06,brand_us,brand,195.4,1187.69,23
2025-06-07,brand_us,brand,171.81,1173.34,23
2025-06-08,brand_us,brand,127.64,985.09,19
2025-06-09,brand_us,brand,131.82,763.11,15
2025-06-10,brand_us,brand,113.86,782.68,15
2025-06-11,brand_us,brand,181.99,1087.2,21
2025-06-12,brand_us,brand,221.19,1259.74,25
2025-06-13,brand_us,brand,217.41,1199.82,23
2025-06-14,brand_us,brand,197.47,1045.02,20
2025-06-15,brand_us,brand,149.75,1002.69,20
2025-06-16,brand_us,brand,96.38,727.17,14
2025-06-17,brand_us,brand,102.46,804.24,16
2025-06-18,brand_us,brand,133.17,1090.19,21
2025-06-19,brand_us,brand,168.58,1337.89,26
2025-06-20,brand_us,brand,231.28,1334.82,26
2025-06-21,brand_us,brand,200.92,1254.07,25
2025-06-22,brand_us,brand,163.72,857.86,17
2025-06-23,brand_us,brand,117.08,651.65,13
2025-06-24,brand_us,brand,127.94,720.52,14
2025-06-25,brand_us,brand,163.87,1035.13,20
2025-06-26,brand_us,brand,194.5,1221.03,24
2025-06-27,brand_us,brand,228.23,1410.86,28
2025-06-28,brand_us,brand,179.94,1156.74,23
2025-06-29,brand_us,brand,162.89,819.62,16
2025-01-01,nonbrand_us,nonbrand,76.47,451.55,9
2025-01-02,nonbrand_us,nonbrand,98.54,600.17,12
2025-01-03,nonbrand_us,nonbrand,86.78,630.54,12
2025-01-04,nonbrand_us,nonbrand,89.83,489.33,9
2025-01-05,nonbrand_us,nonbrand,59.17,368.02,7
2025-01-06,nonbrand_us,nonbrand,43.92,277.19,5
2025-01-07,nonbrand_us,nonbrand,64.66,366.9,7
2025-01-08,nonbrand_us,nonbrand,68.57,476.59,9
2025-01-09,nonbrand_us,nonbrand,90.68,628.09,12
2025-01-10,nonbrand_us,nonbrand,103.39,592.08,11
2025-01-11,nonbrand_us,nonbrand,77.27,572.67,11
2025-01-12,nonbrand_us,nonbrand,68.01,464.9,9
2025-01-13,nonbrand_us,nonbrand,43.12,340.39,6
2025-01-14,nonbrand_us,nonbrand,58.08,318.29,6
2025-01-15,nonbrand_us,nonbrand,74.47,484.2,9
2025-01-16,nonbrand_us,nonbrand,71.48,508.51,10
2025-01-17,nonbrand_us,nonbrand,105.06,562.16,11
2025-01-18,nonbrand_us,nonbrand,79.94,496.57,9
2025-01-19,nonbrand_us,nonbrand,57.61,434.62,8
2025-01-20,nonbrand_us,nonbrand,56.62,300.28,6
2025-01-21,nonbrand_us,nonbrand,66.0,419.7,8
2025-01-22,nonbrand_us,nonbrand,65.71,484.01,9
2025-01-23,nonbrand_us,nonbrand,74.82,601.01,12
2025-01-24,nonbrand_us,nonbrand,99.13,614.09,12
2025-01-25,nonbrand_us,nonbrand,67.97,536.88,10
2025-01-26,nonbrand_us,nonbrand,50.78,341.47,6
2025-01-27,nonbrand_us,nonbrand,43.62,334.89,6
2025-01-28,nonbrand_us,nonbrand,48.41,377.87,7
2025-01-29,nonbrand_us,nonbrand,76.42,398.36,7
2025-01-30,nonbrand_us,nonbrand,71.23,445.77,8
2025-01-31,nonbrand_us,nonbrand,96.9,636.08,12
2025-02-01,nonbrand_us,nonbrand,72.79,541.57,10
2025-02-02,nonbrand_us,nonbrand,51.48,405.5,8
2025-02-03,nonbrand_us,nonbrand,59.6,375.14,7
2025-02-04,nonbrand_us,nonbrand,59.42,398.79,7
2025-02-05,nonbrand_us,nonbrand,58.7,385.9,7
2025-02-06,nonbrand_us,nonbrand,75.48,524.85,10
2025-02-07,nonbrand_us,nonbrand,102.08,616.43,12
2025-02-08,nonbrand_us,nonbrand,92.71,476.28,9
2025-02-09,nonbrand_us,nonbrand,68.44,372.61,7
2025-02-10,nonbrand_us,nonbrand,46.22,335.39,6
2025-02-11,nonbrand_us,nonbrand,65.63,388.6,7
2025-02-12,nonbrand_us,nonbrand,59.11,439.58,8
2025-02-13,nonbrand_us,nonbrand,72.54,577.55,11
2025-02-14,nonbrand_us,nonbrand,100.76,532.83,10
2025-02-15,nonbrand_us,nonbrand,68.01,434.28,8
2025-02-16,nonbrand_us,nonbrand,74.58,418.39,8
2025-02-17,nonbrand_us,nonbrand,56.67,354.05,7
2025-02-18,nonbrand_us,nonbrand,56.65,317.87,6
2025-02-19,nonbrand_us,nonbrand,84.76,451.47,9
2025-02-20,nonbrand_us,nonbrand,91.57,590.58,11
2025-02-21,nonbrand_us,nonbrand,98.51,663.96,13
2025-02-22,nonbrand_us,nonbrand,69.86,485.07,9
2025-02-23,nonbrand_us,nonbrand,60.16,388.94,7
2025-02-24,nonbrand_us,nonbrand,43.14,274.22,5
2025-02-25,nonbrand_us,nonbrand,50.17,320.65,6
2025-02-26,nonbrand_us,nonbrand,69.85,463.6,9
2025-02-27,nonbrand_us,nonbrand,93.58,546.32,10
2025-02-28,nonbrand_us,nonbrand,89.57,520.67,10
2025-03-01,nonbrand_us,nonbrand,84.16,485.82,9
2025-03-02,nonbrand_us,nonbrand,50.95,361.6,7
2025-03-03,nonbrand_us,nonbrand,50.36,298.62,5
2025-03-04,nonbrand_us,nonbrand,56.65,362.76,7
2025-03-05,nonbrand_us,nonbrand,77.74,486.19,9
2025-03-06,nonbrand_us,nonbrand,94.21,531.4,10
2025-03-07,nonbrand_us,nonbrand,103.65,605.06,12
2025-03-08,nonbrand_us,nonbrand,79.06,522.51,10
2025-03-09,nonbrand_us,nonbrand,59.08,391.0,7
2025-03-10,nonbrand_us,nonbrand,55.71,377.08,7
2025-03-11,nonbrand_us,nonbrand,64.33,373.53,7
2025-03-12,nonbrand_us,nonbrand,72.51,495.29,9
2025-03-13,nonbrand_us,nonbrand,82.21,592.71,11
2025-03-14,nonbrand_us,nonbrand,92.75,508.89,10
2025-03-15,nonbrand_us,nonbrand,67.37,527.51,10
2025-03-16,nonbrand_us,nonbrand,51.44,347.35,6
2025-03-17,nonbrand_us,nonbrand,47.51,287.37,5
2025-03-18,nonbrand_us,nonbrand,50.96,367.41,7
2025-03-19,nonbrand_us,nonbrand,57.96,463.58,9
2025-03-20,nonbrand_us,nonbrand,101.46,554.36,11
2025-03-21,nonbrand_us,nonbrand,80.08,566.11,11
2025-03-22,nonbrand_us,nonbrand,68.92,462.29,9
2025-03-23,nonbrand_us,nonbrand,74.04,485.31,9
2025-03-24,nonbrand_us,nonbrand,56.43,320.32,6
2025-03-25,nonbrand_us,nonbrand,59.19,383.83,7
2025-03-26,nonbrand_us,nonbrand,68.7,465.01,9
2025-03-27,nonbrand_us,nonbrand,71.42,470.46,9
2025-03-28,nonbrand_us,nonbrand,93.9,519.2,10
2025-03-29,nonbrand_us,nonbrand,70.43,534.03,10
2025-03-30,nonbrand_us,nonbrand,74.81,431.27,8
2025-03-31,nonbrand_us,nonbrand,57.79,393.12,7
2025-04-01,nonbrand_us,nonbrand,47.16,328.26,6
2025-04-02,nonbrand_us,nonbrand,68.84,390.2,7
2025-04-03,nonbrand_us,nonbrand,97.87,558.22,11
2025-04-04,nonbrand_us,nonbrand,91.82,513.26,10
2025-04-05,nonbrand_us,nonbrand,70.91,545.52,10
2025-04-06,nonbrand_us,nonbrand,51.17,341.43,6
2025-04-07,nonbrand_us,nonbrand,46.66,315.64,6
2025-04-08,nonbrand_us,nonbrand,56.96,355.74,7
2025-04-09,nonbrand_us,nonbrand,59.96,393.88,7
2025-04-10,nonbrand_us,nonbrand,101.0,599.33,11
2025-04-11,nonbrand_us,nonbrand,98.51,616.38,12
2025-04-12,nonbrand_us,nonbrand,89.84,455.86,9
2025-04-13,nonbrand_us,nonbrand,59.23,394.47,7
2025-04-14,nonbrand_us,nonbrand,47.6,351.78,7
2025-04-15,nonbrand_us,nonbrand,54.67,379.47,7
2025-04-16,nonbrand_us,nonbrand,82.06,475.21,9
2025-04-17,nonbrand_us,nonbrand,103.34,595.19,11
2025-04-18,nonbrand_us,nonbrand,105.99,571.95,11
2025-04-19,nonbrand_us,nonbrand,81.25,512.83,10
2025-04-20,nonbrand_us,nonbrand,52.68,363.32,7
2025-04-21,nonbrand_us,nonbrand,59.39,359.94,7
2025-04-22,nonbrand_us,nonbrand,47.95,319.12,6
2025-04-23,nonbrand_us,nonbrand,63.05,371.85,7
2025-04-24,nonbrand_us,nonbrand,103.98,572.2,11
2025-04-25,nonbrand_us,nonbrand,85.81,577.84,11
2025-04-26,nonbrand_us,nonbrand,65.27,442.23,8
2025-04-27,nonbrand_us,nonbrand,67.65,425.07,8
2025-04-28,nonbrand_us,nonbrand,60.7,361.93,7
2025-04-29,nonbrand_us,nonbrand,54.56,378.43,7
2025-04-30,nonbrand_us,nonbrand,83.53,509.18,10
2025-05-01,nonbrand_us,nonbrand,105.25,633.0,12
2025-05-02,nonbrand_us,nonbrand,106.6,532.15,10
2025-05-03,nonbrand_us,nonbrand,88.85,514.13,10
2025-05-04,nonbrand_us,nonbrand,63.89,418.87,8
2025-05-05,nonbrand_us,nonbrand,60.45,399.47,7
2025-05-06,nonbrand_us,nonbrand,50.39,365.06,7
2025-05-07,nonbrand_us,nonbrand,79.12,446.85,8
2025-05-08,nonbrand_us,nonbrand,75.44,451.89,9
2025-05-09,nonbrand_us,nonbrand,103.28,593.72,11
2025-05-10,nonbrand_us,nonbrand,97.08,534.12,10
2025-05-11,nonbrand_us,nonbrand,74.53,412.31,8
2025-05-12,nonbrand_us,nonbrand,56.87,298.16,5
2025-05-13,nonbrand_us,nonbrand,56.28,387.04,7
2025-05-14,nonbrand_us,nonbrand,84.15,525.16,10
2025-05-15,nonbrand_us,nonbrand,72.35,497.7,9
2025-05-16,nonbrand_us,nonbrand,76.18,477.84,9
2025-05-17,nonbrand_us,nonbrand,86.99,553.05,11
2025-05-18,nonbrand_us,nonbrand,69.41,457.76,9
2025-05-19,nonbrand_us,nonbrand,55.76,368.55,7
2025-05-20,nonbrand_us,nonbrand,45.12,302.36,6
2025-05-21,nonbrand_us,nonbrand,75.43,510.15,10
2025-05-22,nonbrand_us,nonbrand,71.2,517.23,10
2025-05-23,nonbrand_us,nonbrand,99.56,505.41,10
2025-05-24,nonbrand_us,nonbrand,78.08,560.94,11
2025-05-25,nonbrand_us,nonbrand,66.86,374.91,7
2025-05-26,nonbrand_us,nonbrand,58.07,327.69,6
2025-05-27,nonbrand_us,nonbrand,62.84,347.49,6
2025-05-28,nonbrand_us,nonbrand,74.53,444.54,8
2025-05-29,nonbrand_us,nonbrand,80.8,597.39,11
2025-05-30,nonbrand_us,nonbrand,81.35,483.34,9
2025-05-31,nonbrand_us,nonbrand,76.15,529.83,10
2025-06-01,nonbrand_us,nonbrand,70.26,476.37,9
2025-06-02,nonbrand_us,nonbrand,46.74,308.03,6
2025-06-03,nonbrand_us,nonbrand,47.06,340.67,6
2025-06-04,nonbrand_us,nonbrand,86.24,512.22,10
2025-06-05,nonbrand_us,nonbrand,92.18,540.37,10
2025-06-06,nonbrand_us,nonbrand,108.41,604.62,12
2025-06-07,nonbrand_us,nonbrand,69.4,463.36,9
2025-06-08,nonbrand_us,nonbrand,51.73,339.2,6
2025-06-09,nonbrand_us,nonbrand,41.07,298.71,5
2025-06-10,nonbrand_us,nonbrand,58.02,342.01,6
2025-06-11,nonbrand_us,nonbrand,69.64,509.94,10
2025-06-12,nonbrand_us,nonbrand,97.75,576.29,11
2025-06-13,nonbrand_us,nonbrand,84.95,626.16,12
2025-06-14,nonbrand_us,nonbrand,72.68,464.27,9
2025-06-15,nonbrand_us,nonbrand,72.8,423.58,8
2025-06-16,nonbrand_us,nonbrand,55.82,347.38,6
2025-06-17,nonbrand_us,nonbrand,58.44,338.18,6
2025-06-18,nonbrand_us,nonbrand,64.49,413.6,8
2025-06-19,nonbrand_us,nonbrand,76.56,585.55,11
2025-06-20,nonbrand_us,nonbrand,84.9,569.74,11
2025-06-21,nonbrand_us,nonbrand,90.78,572.32,11
2025-06-22,nonbrand_us,nonbrand,61.02,391.11,7
2025-06-23,nonbrand_us,nonbrand,60.96,368.24,7
2025-06-24,nonbrand_us,nonbrand,61.99,412.31,8
2025-06-25,nonbrand_us,nonbrand,80.2,426.23,8
2025-06-26,nonbrand_us,nonbrand,91.01,489.66,9
2025-06-27,nonbrand_us,nonbrand,98.65,666.86,13
2025-06-28,nonbrand_us,nonbrand,81.7,498.74,9
2025-06-29,nonbrand_us,nonbrand,50.95,421.79,8
2025-01-01,shopping_us,shopping,54.15,352.11,7
2025-01-02,shopping_us,shopping,73.07,511.01,10
2025-01-03,shopping_us,shopping,72.06,451.29,9
2025-01-04,shopping_us,shopping,57.53,431.29,8
2025-01-05,shopping_us,shopping,43.21,365.21,7
2025-01-06,shopping_us,shopping,37.64,271.32,5
2025-01-07,shopping_us,shopping,44.18,311.75,6
2025-01-08,shopping_us,shopping,48.26,345.48,6
2025-01-09,shopping_us,shopping,85.2,454.04,9
2025-01-10,shopping_us,shopping,78.15,532.82,10
2025-01-11,shopping_us,shopping,63.57,450.94,9
2025-01-12,shopping_us,shopping,58.31,419.33,8
2025-01-13,shopping_us,shopping,38.55,275.24,5
2025-01-14,shopping_us,shopping,41.38,311.01,6
2025-01-15,shopping_us,shopping,64.69,393.89,7
2025-01-16,shopping_us,shopping,69.37,565.19,11
2025-01-17,shopping_us,shopping,63.83,497.59,9
2025-01-18,shopping_us,shopping,73.88,432.32,8
2025-01-19,shopping_us,shopping,42.93,306.7,6
2025-01-20,shopping_us,shopping,49.79,271.23,5
2025-01-21,shopping_us,shopping,40.38,266.78,5
2025-01-22,shopping_us,shopping,50.88,411.54,8
2025-01-23,shopping_us,shopping,66.72,505.02,10
2025-01-24,shopping_us,shopping,80.71,596.44,11
2025-01-25,shopping_us,shopping,54.62,486.71,9
2025-01-26,shopping_us,shopping,54.92,334.9,6
2025-01-27,shopping_us,shopping,47.3,345.41,6
2025-01-28,shopping_us,shopping,41.6,352.82,7
2025-01-29,shopping_us,shopping,59.17,429.36,8
2025-01-30,shopping_us,shopping,88.83,518.79,10
2025-01-31,shopping_us,shopping,87.66,523.88,10
2025-02-01,shopping_us,shopping,76.27,502.79,10
2025-02-02,shopping_us,shopping,46.48,343.54,6
2025-02-03,shopping_us,shopping,39.53,256.05,5
2025-02-04,shopping_us,shopping,37.46,289.18,5
2025-02-05,shopping_us,shopping,48.67,352.65,7
2025-02-06,shopping_us,shopping,81.11,558.32,11
2025-02-07,shopping_us,shopping,85.33,519.22,10
2025-02-08,shopping_us,shopping,78.74,507.13,10
2025-02-09,shopping_us,shopping,44.58,310.86,6
2025-02-10,shopping_us,shopping,45.94,278.54,5
2025-02-11,shopping_us,shopping,46.27,372.73,7
2025-02-12,shopping_us,shopping,48.31,334.4,6
2025-02-13,shopping_us,shopping,89.08,555.53,11
2025-02-14,shopping_us,shopping,66.27,569.59,11
2025-02-15,shopping_us,shopping,78.48,498.05,9
2025-02-16,shopping_us,shopping,54.98,347.37,6
2025-02-17,shopping_us,shopping,34.98,289.71,5
2025-02-18,shopping_us,shopping,42.35,330.75,6
2025-02-19,shopping_us,shopping,68.38,373.82,7
2025-02-20,shopping_us,shopping,77.25,475.74,9
2025-02-21,shopping_us,shopping,89.55,516.65,10
2025-02-22,shopping_us,shopping,71.13,484.72,9
2025-02-23,shopping_us,shopping,50.25,380.91,7
2025-02-24,shopping_us,shopping,46.49,316.41,6
2025-02-25,shopping_us,shopping,50.9,384.57,7
2025-02-26,shopping_us,shopping,58.32,416.32,8
2025-02-27,shopping_us,shopping,59.9,522.08,10
2025-02-28,shopping_us,shopping,78.53,520.52,10
2025-03-01,shopping_us,shopping,57.05,497.78,9
2025-03-02,shopping_us,shopping,50.22,381.39,7
2025-03-03,shopping_us,shopping,36.66,325.58,6
2025-03-04,shopping_us,shopping,40.2,282.04,5
2025-03-05,shopping_us,shopping,68.92,492.42,9
2025-03-06,shopping_us,shopping,65.84,488.34,9
2025-03-07,shopping_us,shopping,85.17,611.36,12
2025-03-08,shopping_us,shopping,64.82,465.59,9
2025-03-09,shopping_us,shopping,57.49,404.78,8
2025-03-10,shopping_us,shopping,47.47,319.09,6
2025-03-11,shopping_us,shopping,38.84,343.75,6
2025-03-12,shopping_us,shopping,69.08,477.75,9
2025-03-13,shopping_us,shopping,62.5,442.32,8
2025-03-14,shopping_us,shopping,85.49,471.04,9
2025-03-15,shopping_us,shopping,81.17,479.95,9
2025-03-16,shopping_us,shopping,57.02,421.34,8
2025-03-17,shopping_us,shopping,40.84,280.33,5
2025-03-18,shopping_us,shopping,48.14,337.3,6
2025-03-19,shopping_us,shopping,58.08,426.59,8
2025-03-20,shopping_us,shopping,87.36,533.09,10
2025-03-21,shopping_us,shopping,68.45,494.79,9
2025-03-22,shopping_us,shopping,65.23,412.77,8
2025-03-23,shopping_us,shopping,45.36,369.31,7
2025-03-24,shopping_us,shopping,39.9,334.22,6
2025-03-25,shopping_us,shopping,41.4,275.3,5
2025-03-26,shopping_us,shopping,66.38,482.05,9
2025-03-27,shopping_us,shopping,67.8,452.7,9
2025-03-28,shopping_us,shopping,68.11,516.35,10
2025-03-29,shopping_us,shopping,67.25,434.78,8
2025-03-30,shopping_us,shopping,42.89,342.02,6
2025-03-31,shopping_us,shopping,50.48,334.32,6
2025-04-01,shopping_us,shopping,46.05,286.41,5
2025-04-02,shopping_us,shopping,54.3,380.29,7
2025-04-03,shopping_us,shopping,82.29,587.61,11
2025-04-04,shopping_us,shopping,90.41,640.95,12
2025-04-05,shopping_us,shopping,81.26,566.24,11
2025-04-06,shopping_us,shopping,43.45,307.77,6
2025-04-07,shopping_us,shopping,39.31,297.24,5
2025-04-08,shopping_us,shopping,38.7,338.02,6
2025-04-09,shopping_us,shopping,63.08,430.68,8
2025-04-10,shopping_us,shopping,64.44,453.46,9
2025-04-11,shopping_us,shopping,67.31,565.2,11
2025-04-12,shopping_us,shopping,70.41,509.03,10
2025-04-13,shopping_us,shopping,48.15,342.87,6
2025-04-14,shopping_us,shopping,41.02,320.0,6
2025-04-15,shopping_us,shopping,51.16,306.88,6
2025-04-16,shopping_us,shopping,70.91,392.15,7
2025-04-17,shopping_us,shopping,86.2,471.7,9
2025-04-18,shopping_us,shopping,70.56,572.19,11
2025-04-19,shopping_us,shopping,59.38,439.3,8
2025-04-20,shopping_us,shopping,51.37,336.46,6
2025-04-21,shopping_us,shopping,46.23,342.17,6
2025-04-22,shopping_us,shopping,53.05,324.47,6
2025-04-23,shopping_us,shopping,61.01,388.87,7
2025-04-24,shopping_us,shopping,66.81,444.65,8
2025-04-25,shopping_us,shopping,91.61,627.4,12
2025-04-26,shopping_us,shopping,75.67,489.36,9
2025-04-27,shopping_us,shopping,52.23,369.58,7
2025-04-28,shopping_us,shopping,43.27,296.42,5
2025-04-29,shopping_us,shopping,39.34,273.27,5
2025-04-30,shopping_us,shopping,71.17,440.68,8
2025-05-01,shopping_us,shopping,87.89,484.95,9
2025-05-02,shopping_us,shopping,79.59,490.39,9
2025-05-03,shopping_us,shopping,61.39,391.32,7
2025-05-04,shopping_us,shopping,44.43,391.18,7
2025-05-05,shopping_us,shopping,39.6,302.84,6
2025-05-06,shopping_us,shopping,45.49,313.28,6
2025-05-07,shopping_us,shopping,61.04,381.2,7
2025-05-08,shopping_us,shopping,88.95,593.22,11
2025-05-09,shopping_us,shopping,85.43,544.4,10
2025-05-10,shopping_us,shopping,58.66,506.05,10
2025-05-11,shopping_us,shopping,49.1,310.47,6
2025-05-12,shopping_us,shopping,39.95,320.2,6
2025-05-13,shopping_us,shopping,48.4,354.75,7
2025-05-14,shopping_us,shopping,67.35,397.16,7
2025-05-15,shopping_us,shopping,87.02,527.62,10
2025-05-16,shopping_us,shopping,82.23,461.92,9
2025-05-17,shopping_us,shopping,81.56,466.31,9
2025-05-18,shopping_us,shopping,43.24,340.48,6
2025-05-19,shopping_us,shopping,36.31,255.37,5
2025-05-20,shopping_us,shopping,48.57,319.73,6
